yhRtPfm4JNBY7_YNmk2C5Q,American Pools,Tempe,AZ,33.3813035,-111.9230453
h5piAlTHAw55mMsMmXTLeg,Total Credit Recovery,North York,ON,43.7718714,-79.3364342
2qIhUEC4n9pRpovXCTd1Ew,Maharajah East Indian Restaurant,Calgary,AB,51.0155664,-114.2130823
WEWkxK1bqOYkH1PvWoTTGA,Burger King,Charlotte,NC,35.2242345,-80.9403374
zAFxMw6d1hyKiFQQNOYmJg,Sears,Cleveland,OH,41.374846,-81.786468
AhK5rkcrnSNh8LCSZkqXnQ,Lviv European Kitchen & Millie's Italian Deli,Coraopolis,PA,40.517556,-80.1651378
99roNtbb00mOr39a_2Ifzw,Arizona Firestone,Gilbert,AZ,33.3762929,-111.722967
NEyskcINzYoWrvITqWmulw,Sew Yeah Quilting,Las Vegas,NV,36.225953,-115.2193439
UVdDdjQrTvfoaDIOe5x8Bg,In & Out Auto,Las Vegas,NV,36.1002051644,-115.1139815652
ayIEhEslqxsADGM_tgZFIg,Paradise Bakery,Mesa,AZ,33.3905976,-111.689675
0Myf2fOlXXNHgIuPZoOlsA,Las Vegas National Golf Club,Las Vegas,NV,36.128617462,-115.125222373
2O8Hq2eQ0hGFywNFJzuJqA,Restaurant Pizzeria Hochelaga,Montréal,QC,45.5592563323,-73.544151586
c2P81mCqtlUDv1z6sQ3tTQ,Swarovski Canada,Toronto,ON,43.653224,-79.3803279
9K63lGXPOPvkQEGQQ-LHdg,Thornlea Medical Walk-In Clinic,Toronto,ON,43.7082198,-79.3430576
tJf38Xc1HxFIeq1bTv9f2Q,Check City,Las Vegas,NV,36.19641,-115.232479
yCiR8VdE8AsnQ4XuxVTtAA,Play and Learn Child Care,Scottsdale,AZ,33.6256351,-111.9757272
B9BjGKibf2gnrABUHa_IrA,Burrito Boss,Toronto,ON,43.7067961247,-79.4432484359
BteFoOWR-onj3Wh9hN_76A,Dobson's Restaurant,Mesa,AZ,33.3751685,-111.8781446
bYw7mT1e3frkxG0nd2_mjg,Lucky Cheng's Restaurant,Las Vegas,NV,36.1107323,-115.1722365
BMR_AsSBzTQHqW-SQabI4w,California Pizza Kitchen at Ross Park,Pittsburgh,PA,40.542802,-80.008712
W34cUQwInUPHXJoDA7KYKA,Metro Cleaning Carpet and Restoration,Phoenix,AZ,33.5828939,-112.0078614
EhplcymNbSX5TvPgGilL7Q,Ocean Poke,Phoenix,AZ,33.4945461,-112.0034367
hi85yAQhKmiNmwm_jzkCRA,One Hour Electric,Las Vegas,NV,36.209377,-115.22707
8iKTVYl0GmtrtX0jb7vK9g,Darrell's Auto & Body Shop,Fort Mill,SC,34.990447,-80.913324
Q5qVgDkXHpJrqs70kySfTA,Fortuna Asset Management,Scottsdale,AZ,33.608126,-111.9270368
wGCZMkP_GeDmfGWkdi5KHw,Center For Sight,Las Vegas,NV,36.2373931,-115.2250873
vBIspMgVXLHzFXwIrX5Tiw,"Kegs, Corks And Forks",Surprise,AZ,33.6044652,-112.3601378
oUvX_mgqKZTW7gPaqqM-3w,Emergency IV Mobile Hydration Unit,Scottsdale,AZ,33.4941704,-111.9260519
UXmCprxqIu918lIAmi8P0g,JR's Convenience Store / Shell Gas,Scottsdale,AZ,33.4657809451,-111.8431377411
GvRP6TlAc_Q4b80TbSWL7w,Ping Pong Club,Montréal,QC,45.5271072,-73.6021002
Zvf53BxzBQqPajHcKIbevw,Van Dyke Aesthetics,Paradise Valley,AZ,33.513467,-111.9263751
1UmAo-UZoDcAkHd0O2kfsg,Madd House Tattoo,Las Vegas,NV,36.1434938258,-115.1492445519
J4RcMXDGPzvxxMUcFRGLVQ,Kona Grill,Scottsdale,AZ,33.6248371038,-111.9229157665
7X75EJ4Df2DcEdnzSZ14yQ,Udder Delight,Cave Creek,AZ,33.8314777,-111.945564
8tbJt6wkIp4ea1bUTLo2uQ,Liberty Mutual Insurance Co,Phoenix,AZ,33.315694275,-111.9748545767
yx_oQJ6FrBENM5VfCrD0fw,Leslieville Animal Hospital,Toronto,ON,43.6629001,-79.3324813
nNYd0DPiFJU0Ud4IHnDG4Q,Innabi Law Firm,Phoenix,AZ,33.5454273,-112.0439576
0NHEjJyesmHHNZx9qciU7A,"Taqueria \"El Gallo De Lagos\"",Mesa,AZ,33.4363615273,-111.8149246468
0pD7ASsS17iX5Hq3_D32HA,Turf Direct,Scottsdale,AZ,33.6865761,-111.922533
QhJT2fro3Dp1AaIVY7pgzQ,Tacos El Tapatio,North Las Vegas,NV,36.26234,-115.171387
iDXsNMPRGv_YIU-DJ2BouQ,Petra Greek Taverna,Las Vegas,NV,36.1666763,-115.2870302
eUa2VP06FTmyWdYzYG_qWw,Alice Bakery,Richmond Hill,ON,43.954533,-79.455918
9DIBV-7d46Yrwl2NFZkSog,Phoenix Apartments,Phoenix,AZ,33.4902959,-112.0814277
do1mqM3vTV6FAPqq8Z8wAA,Subway,Cave Creek,AZ,33.757926,-111.990963
l6so5DMhHI-qBAfKs5TIcA,Rexall,Toronto,ON,43.6575476,-79.3898222
zLRiLXCQAZNeDxy2VLhcaA,Amy's Hallmark Shop,Charlotte,NC,35.0623226,-80.7717539
L3JjFFoG-RC9RDHZAYX3qA,Hi Tech Direct,Toronto,ON,43.6576995,-79.4023241
eAmWW8d27lihRdBTVSry5Q,Veterans Memorial Coliseum,Phoenix,AZ,33.469380624,-112.0977544785
Rac7Nb4h_89P9goco1aHLw,Phoenix Ignition Fitness Corporation,Scottsdale,AZ,33.6167286,-111.8722293
OZ8dXbCo4jJCYwDUKqWGRQ,Avalon Nail Salon,Charlotte,NC,35.1522311,-80.8318968
NAZAa1EfNlYvSWksQslJ5A,Cute Smiles 4 Kids,Phoenix,AZ,33.567152,-112.097786
zphdECSP076V5-43O0aGvg,480 Bar,Chandler,AZ,33.311187,-111.8417199
uK8i8h_nGsdBRRK_M8eMGA,Super Dry Cleaners Alteration & Tuxedo Rental,Phoenix,AZ,33.6830035108,-112.0993537529
WuqxWXHS9hQx-lOcNlVVTg,Village Inn,Phoenix,AZ,33.6411982,-111.9942286
hcfOsfqisDFmXafUMKL2BQ,Tony Hecht Enterprises,Phoenix,AZ,33.4674792,-112.0866849
jtHoGiJLIuuoTIdTwJ_O0w,La-Z-Boy Home Furnishings & Décor,Glendale,AZ,33.6388328,-112.2098068
0WQVG1oZOkdUvi7XoGp5OA,Johnny Fontane's Bar & Grill,Las Vegas,NV,36.1447994,-115.2140187
3xMQvUmtWhAeUhm4kXm0Xg,19th Avenue Farmers Market,Markham,ON,43.9215283,-79.3788719
nThjQJeD7dZ6ZBWBDyYOGg,Pueblo El Mirage Golf Course,El Mirage,AZ,33.5843585,-112.3205367
xAl2BxNhlimcXZZQzdNRzw,MOD Pizza,Scottsdale,AZ,33.5854125004,-111.9250285583
Jr9A-8VLAn_fDuOtSXt92A,Center Heights Service,Beachwood,OH,41.4539536,-81.5365226
k3SFBSdnsHnEP4-kmsLkSQ,Junction Local,Toronto,ON,43.6656094471,-79.4722787006
ZcpX7tfcfPmK7bO9M5W2sA,Metro,Toronto,ON,43.642699,-79.4277081
p0bg7la5-gaUJyBDjuOCxA,Furry Beginnings,Gilbert,AZ,33.3036491,-111.7575535
0ccHJ7H899kQ6z7SdORl4g,Kelly / Warner,Scottsdale,AZ,33.5564443,-111.8975675
A6-8VSM0J4L4xXK0iWChdQ,Pink Fitness,Peoria,AZ,33.5704697,-112.2503239
etjz1ni9Ax29eNpfPAL_SA,Dentistry At Westland,Scottsdale,AZ,33.790925,-111.923702
6f36N9VwIU0Gfakb5jCUCA,Huong Viet,Toronto,ON,43.6743067,-79.4607145
5TFiZOGlhyYdZ5U67QWReA,Starbucks,Phoenix,AZ,33.611566,-112.099131
lYppFHq_lmKLfUtQBFOheg,Al's Deli,Cleveland,OH,41.505469,-81.689803
TEdtu4fe7yZ5biKsYpURBw,Campbell's Greenhouses,Charlotte,NC,35.207811,-80.859753
lh9t0UH3XKvmIdZDhI24eA,Chase Bank,Phoenix,AZ,33.495607,-112.013423
MbPCvZV36HpAhZuSgrsjoQ,McDonald's,Charlotte,NC,35.308569941,-80.8440944552
9Mz7Tc_0NrgnRGANRQ7ctw,Aquatica Aquarium Gallery,Valley City,OH,41.2602076,-81.927001
mUzP2VSpw6ocia2jkUJ9CA,Piktures Photobooth,Gilbert,AZ,33.3638756,-111.7879906
0T2nu8kJYE7C0XN04tFU-Q,Kokopelli Family and Cosmetic Dentistry,Phoenix,AZ,33.3041308,-112.0551044
FO9T9ob6TGWKrw6ZCGBZrQ,Geo Holidays,Las Vegas,NV,36.1101322,-115.1751284
XKcRPqOo-TCMbeys0LOg6Q,University of Phoenix,Phoenix,AZ,33.41232,-111.980274
Rjq4R_AsDNC8E52FPdZ28g,Pacer's Rib House,Cleveland,OH,41.5030185,-81.6853318
vn73vZQjDehyqkh_HbJ6jw,Belle Nails,Avondale,AZ,33.450726,-112.3396911
9P5zgQuFNbzoAghoY03JFw,Vapeur Express,Montréal,QC,45.5207107,-73.5856403
67Pixsv_TFvKt23W3udWEw,Shirin Lieberman - Luxe Estates & Lifestyles,Las Vegas,NV,36.1453288,-115.2548279
Mwpf4DROGyxn8iajtnpVWw,A-McDowell Dental,Phoenix,AZ,33.4655249,-112.0770196
d72rzGXJUYEp0podFru0RA,Grimes Interiors,Mc Kees Rocks,PA,40.4652033,-80.0593654
wPCrLXptccNJZf7o-qY22A,Winschel Hardware,Pittsburgh,PA,40.4961297,-79.944081
hJwmd_AHVpdeS4VGv73dgw,Good Game Bar,Toronto,ON,43.7030666,-79.3974093
E38Nw2yiFCWmkreboCry4Q,Verizon Authorized Retailer - GoWireless,Mesa,AZ,33.452025,-111.8036197
R589T5QkPsgWEOlPnomkpQ,Doctor Automotive,Phoenix,AZ,33.6106185,-112.0354943
yWxbWfUZhxoq72T3pwXF7A,PDShred  - Premier Document Shredding,Tempe,AZ,33.428554,-111.973091
LEASX4wn1U1TAmwQfsDtIw,Slots A Fun,Las Vegas,NV,36.1367386883,-115.1630901957
meiLjpYZjddG_xYLum7Kow,Factory Shoe,Mississauga,ON,43.5107207719,-79.6614253521
IlXxLniBie-Z0ihzyiasVg,NTB - National Tire & Battery,Fairlawn,OH,41.1304108087,-81.6138679907
bJiFnYpctDvXXr64o3mj6Q,Traditional Ink,Mesa,AZ,33.3945125,-111.821366
Mmd5WDFq9hHcQ3uClngGjQ,Irene's Tap Room,Phoenix,AZ,33.55279,-112.0554
hqOsV1nimZwMnu5dj7op5Q,Laughternoon,Las Vegas,NV,36.1694784,-115.1428737
RQfxYf32T78vcZ5lORuhAg,Chipotle Mexican Grill,Las Vegas,NV,36.1619275088,-115.0626116619
WiWCtinRtykBC6DCg6w3Fg,Charlotte Douglas Airport Overlook,Charlotte,NC,35.224804,-80.956029
i0vXeFOD6e-DZ8cBwxaQRQ,Maya Ice Cream Rolls,Glendale,AZ,33.6420995,-112.225533
W9FhvXuPXOePP1DcGdpJTA,Discount Drug Mart,North Royalton,OH,41.3315646,-81.725537
AK7b8mrhYNso6TWIHHRDjA,Bill's Arcadia Door Repair,Phoenix,AZ,33.563442,-112.0893682
BBdq-_JYsjTFasy0SLn5yw,Gord's Running Store,Calgary,AB,51.0603179,-114.063047
QHYJCG4ACxA9NOiPs81qug,O'Reilly Auto Parts,Mesa,AZ,33.421361,-111.850105
EoilqJK44GKMDIMk8UmInA,Nevada Title Company,Las Vegas,NV,36.205487,-115.259855
v_YaNPJbP1XKGG-R_vUZ1Q,Golden Gate Chinese Restaurant,Lakewood,OH,41.4766034,-81.8091383
dDg3KTDzaizX-X3xtXJjvQ,Domino's Pizza,Phoenix,AZ,33.4236014,-112.2257809
tU6B_rg0ZUfv8WuzI-bVpw,McDonald's,Whitby,ON,43.9173567387,-78.9504379738
miAqpBAJQYJsTueEvl4z0w,Amaro Pizza,Toronto,ON,43.6804194,-79.3380192
jmS34_7frOp9xKKYACwmRw,Doug Jameson & Team - Guild Mortgage,Phoenix,AZ,33.5500962,-112.0490343
oK9mdYF8q0XSkhpKs8ChHg,Wendy's,Champaign,IL,40.140347,-88.2583868
MHjh2YwtT0VoJfFS2aUZJQ,Starbucks,Toronto,ON,43.7265306,-79.4022497
TE5e4uRN1IL32ImsmnI1yA,The UPS Store,Chandler,AZ,33.234604921,-111.7915687859
mOD1nivI1o0y77EYei4wbg,First Call Home Improvement,Matthews,NC,35.1311012,-80.727635
ZdZWd9T_CpwKYK8mnH8ZdQ,Max Wholesalers,Toronto,ON,43.6617332,-79.3381086
cD_qyrx5p_OM1FyWv5c0og,Cardinal's Nest Sports Bar,Sun Prairie,WI,43.1797896,-89.2334741
bIstSSkP-ideMfudlWzFSQ,Glassy Business Window Tinting,Las Vegas,NV,36.0856936,-115.284091
Whgi9NgVGVedmyNjtWcRfQ,Taqueria Victor's,Paradise,NV,36.120855,-115.1502966
b9twNz1ZacfBIiYFrOoPuw,Domino's Pizza,Toronto,ON,43.719231611,-79.5947630703
Q6mEGc_pml8-QCfPHfqCcA,Ignite Hairsalon,Chagrin Falls,OH,41.4314577475,-81.3923679239
RZp2M4rO8tpRUeYP-8Iykg,Birkdale,Huntersville,NC,35.4445544,-80.8812982
OFt4o0SiuzNFKKw32K95Xw,Ohana Salon and Spa,Tega Cay,SC,35.0479867,-80.9923712
lHeBkcvrbyKRgbyu4nPplg,Myriade,Montréal,QC,45.522843,-73.6018272
U9iNEzBVCsPLrzoJOwa32Q,QDOBA Mexican Eats,Charlotte,NC,35.1440182943,-80.9325000644
mNKMeiNuWM7t3Gdp5J8RcQ,Oasis Day Spa,Charlotte,NC,35.211559256,-80.8172253411
7mY9zU_gSyOUqlaTGGMxiA,Vignettes,Phoenix,AZ,33.5135055,-112.0653262
uTGV1_Bu-B26_RoHAMi2BQ,Old Town Pub,Madison,WI,43.0489226,-89.5032682
YPoS63RfBpMuLDyZYBmotQ,Little Dealer Little Prices,Mesa,AZ,33.452596,-111.840919
VgfqjXetLMxn5X5_uomBkg,Alexi's Grill,Phoenix,AZ,33.4894132,-112.0745574
_0d-uqjdfeL23s2xgje4Pw,Hotshots Sports Bar & Grill - Concord,Concord,NC,35.366074,-80.7084906
z0GwhlBflcCnVdACU9tQxQ,Famous Uncle Al's Hot Dogs and Grille,Phoenix,AZ,33.6403475601,-111.9695663452
c44gbtQc4qssOKM1JGDtlg,Montreal Limo,Montreal,QC,45.4821047,-73.6230222
HSdp8KxmI3GsJWL_e2HwKA,Bratton Rappa Dentistry,Scottsdale,AZ,33.5739665,-111.8856436
8uFXYFYoM17k1-GeI51mEA,Super House Cleaner,Las Vegas,NV,36.1286137,-115.0110102
yy7IIB7G7kU8MhysbGUJrA,Costco,Mesa,AZ,33.389671,-111.668926
oQ4PzQ3h1kHhDctK0_OquA,Sterling Paint & Body,Charlotte,NC,35.2391827082,-80.9837799946
PNL8Laa7tZFsNQhryxjTaQ,Arizona Mobile Grooming,Phoenix,AZ,33.6664090822,-112.0057757418
4ACu3suL5lTeKP6QY4zOKQ,Level 3 Audiovisual,Mesa,AZ,33.3802476,-111.8109325
-BBqiQQCweN7ePwTlY163Q,AMC Westwood Town Center 6,Rocky River,OH,41.458478,-81.8586749
FyDP0xY4nY9u3LrMRyPhVw,My Home Group,Scottsdale,AZ,33.6195302,-111.8991046
SFfPGiq4B0TtpWkLhdCpjA,Big Bite Burrito,Scarborough,ON,43.7658467,-79.1906913
cjJCnut6VIgJwgfNuxcgPw,Marigold Ford Lincoln,Whitby,ON,43.8846701,-78.9232914
QzTqn8CW-l6jPKSTSv17gQ,Optime Transportation,Phoenix,AZ,33.4040693,-112.029752
Vx3zDwV6_jB3abXkXK4jiQ,Shawarma Max,Toronto,ON,43.7695789367,-79.4127667464
i17wpZ3DOVNOF4iDbCCJrg,Global Truck Wash,Las Vegas,NV,36.0425755374,-115.1898157597
L6UvMUABqyA5vX1JeY2sDg,ampm,Las Vegas,NV,36.056921,-115.224203
s-apQx7lLqxr2wijOCvLFg,John Varvatos,Las Vegas,NV,36.1638289,-115.1568419
7C4hW4IQAT5UQ_fcv7zhpg,Musicology,Scottsdale,AZ,33.6133716,-111.9267629
chFuHdDhjRB8vCCrgW1Lgg,Legacy Hair Studio,Middleburg Heights,OH,41.3599039,-81.8136812
0erm3ngh84uUdgz43tQWJA,Vintage Vegas Entertainment,Henderson,NV,36.0702523,-115.0821271
KK9ohx-yj-wLojdnOX3I3w,Timeless Laser and Skin Care,Westlake,OH,41.433695,-81.943115
0Pnr8uYKVIV3ri3ngXbe5w,Goodwill,Las Vegas,NV,36.0998644,-115.1022212
n_LSGXDDApdFS9EC2WGUGw,Salerno,Montréal,QC,45.5707757,-73.6398383
gCDOxgaxo-20KMJwJE10lA,Swatch the Store Yorkdale,North York,ON,43.7246843,-79.4541729
5b4lGjNdm44rp9hTLh0H2A,City News & Gifts,Cleveland,OH,41.5001305,-81.6886037
29Qe90Oep3S1nc0iIOFckg,Cebars,Cleveland,OH,41.5913839286,-81.5498018457
2LQ-1gxYXXNuc4JV0c4v4A,The Greatful Pet Animal Clinic,Boulder City,NV,35.977151,-114.848425
LFO6b-YmDZ1GqZmobGziQw,Simplicity Laser,Glendale,AZ,33.6115576,-112.1748835
13qm7wE3yXjTwcj0uryrxA,Yellow Self Storage,Toronto,ON,43.7120817,-79.3537371
Y6s0AN8OhCR-QgKQG0kX3Q,B1 Locksmith Of Mesa,Mesa,AZ,33.3928438,-111.8452008
lszn_v9reLnUg_JDGYir1w,Ridgeville Animal Hospital,North Ridgeville,OH,41.3837956,-82.0529935
3dWsEyIyeWvIibTTauNzdw,"Peter Chan, DDS",Calgary,AB,51.07714,-113.981902
C5DM9srkAjN-bHMuMHC0ug,A Chimney Bug,Charlotte,NC,35.1694829,-80.7562199
eBt4IVKfSuQ6BcBWalDiTQ,Primp and Blow - Waterfront,Scottsdale,AZ,33.5004616365,-111.9285244583
JJbF3nU8RXkroLAHBrWchg,Desert Maids,Las Vegas,NV,36.1234035,-115.2173862
Ty97c-UiKW6YC_GZP8EYCw,L'Asie Resto Bar,Montréal,QC,45.5027828,-73.5723758
ciHUDldxq7Dz65GPsV3QMw,Selma's Cookies,Las Vegas,NV,36.0856861,-115.1037793
UAg34uWEoDdwbsTtlEeeUQ,Nesco Construction,Henderson,NV,36.0791196,-115.0445627
DSgwITrI_Ewhzx29sP5RvQ,Tahir Surgical Clinic,Gilbert,AZ,33.3137966,-111.6873346
aZLRH63_9F_l2rOVTS--gQ,Jared's Galleria of Jewelry,Las Vegas,NV,36.1980665,-115.2413886
vY0T3wFQYyDgJW45on5zqQ,Cleveland Tool & Cutter,Strongsville,OH,41.311903,-81.870503
y0ZoVMMMqcY-1bEqDYAN2g,Sun Country Landscape,Phoenix,AZ,33.6821673,-112.105809
VBkC6lD_7Kr8oizbsXEdZg,Walking On A Cloud,East York,ON,43.7135214,-79.3603722
4k3RlMAMd46DZ_JyZU0lMg,Ramen Sora,Las Vegas,NV,36.1265169,-115.2017455
DaDUwtlc7ZmWR-BuORMqpg,Todd's Private Car Service & Tours,Gilbert,AZ,33.3492796,-111.7572212
OV69v-3LFg0M3VKPb8TRJQ,Clear Out Ink Laser Tattoo Removal,Henderson,NV,36.002889,-115.102491
N3XNaYrN4ZXF-v0uma6Tyg,Foreclosed Upon Pets,Las Vegas,NV,36.1699412,-115.1398296
rqpqsC2lJ4KtR0C4Ygd-xw,Wenner Lara MD,Las Vegas,NV,36.2168087,-115.2495388
-VUpvfUaGKS9_mDqXziLow,Pure Air Service AZ,Scottsdale,AZ,33.5757435,-111.9241635
mKcCsAUf0lDtL8qWfQCDqg,Rialto Pizza,Pittsburgh,PA,40.4263908,-79.9387555
6P6Qfin8bXJ9Se7FDL3Q7g,Truly Nolen Pest & Termite Control,Tempe,AZ,33.440699,-111.9133572
D-ZqD0vGMmexGGKvDxO7Hw,A2z Estate Sales Llc,Surprise,AZ,33.6091741,-112.3572574
cnWo1tPCcTo1qbLh0UHpQA,Tijuana Flats,Concord,NC,35.3749899,-80.7288043
CnCPvfWpe9ZNv3Yym1n-NA,Vapor Etc,Phoenix,AZ,33.5223015,-112.0477858
qqlsBGs-qMXKSUXwXbEq0g,John G Waite MD,Las Vegas,NV,36.1026921,-115.1005145
-5l11lAM0jSDp8JNNIc_bg,Western Towing,Glendale,AZ,33.5468734,-112.2177354
FzWPma3eYLFPger8npNvdw,Spring Harbor Animal Hospital,Madison,WI,43.077107,-89.470227
90bL34o2KEes9pUnCOm7pQ,The Gladly,Phoenix,AZ,33.508931,-112.034109
vta-yqOIqMRG15yUQ57fFQ,S Z Jewellery,Toronto,ON,43.6486434,-79.3790251
Q3pE7839qM-sWHuh2wiG9g,Beach Hill Restaurant,Toronto,ON,43.6803046,-79.311682
KPkUKPQtyLbpMrGoyMmJAA,Tattoo Box Montreal,Montréal,QC,45.516637,-73.5739132
KYKc7At4gH6T2qQ6JJ3wLw,Rx Garage Doors,Henderson,NV,36.040821,-115.1018748
Aq4bCSpn6rWRNDWfHh2WfA,Hooters,Toronto,ON,43.6479755,-79.3905054
-xEGQKqXZzvkdyVQilQtrg,Royal Dumpling,Toronto,ON,43.7749923,-79.4134696
inXnxVc8OdiFVoAdjPtGyg,Jurassic tour,Phoenix,AZ,33.4687197911,-112.095936135
teFBxsNRjKOtuId0LwV0bQ,Red Mountain Bar & Grill,Mesa,AZ,33.4520539,-111.6829807
RpQkR0jLmOjv4Yr17k-sJQ,Smoothie King,Gastonia,NC,35.2619665,-81.1396442
MgxgmCRrOm0tpgImQJEyFw,Registry Express,Calgary,AB,51.065547,-114.102306
hcdHaliV9W5cDktt7RggeQ,Brows By Haley and Kyndal,Phoenix,AZ,33.7152899,-112.1125156
T7uU3jwshlhfZ7obQn5kCg,Sal's Barber Shop No 2,Tolleson,AZ,33.451176,-112.2649937
lrLpUo34Un_7tGOArlscow,Toronto Physiotherapy,Toronto,ON,43.6780571,-79.3506791
LWJFLNxIMDWIg6yTBJSk4Q,Gibson Orthodontics,Henderson,NV,36.008913,-114.99048
ixfh0cNrB5MwOcKQn4zCvA,Meant2Be Events,Scottsdale,AZ,33.5004914,-111.9263679
I2EHSRP50SXxvfoWc8MIWw,Little Caesar's Pizza,Champaign,IL,40.102573,-88.276899
ehr75s2XanSt8vLCqzCzgA,​Lounge Eighteen,Calgary,AB,51.037557,-114.084739
siXCBrVFOXicbM2R-33-8w,The Grind,Phoenix,AZ,33.5089872,-111.9957489
hyWCpJWDXccj4K4ThsWyMQ,All Roofing & Montenegro Home Improvement,Cleveland,OH,41.4349474,-81.6299018
HFy9UgtDAPcPZwVUOCseFA,Alta Reflexology,Las Vegas,NV,36.1064383782,-115.1721962973
aypOLpaDPu07oStho7QpwQ,Roadrunner Limousine,Scottsdale,AZ,33.6195324,-111.8963325
H71yp3qKTyHADiiUJ3AEgQ,West Restaurant and Bar,Calgary,AB,51.0463715,-114.0672913
UZ6f5anOdErrrpuVvATAuA,Psychic Chakra Center,Las Vegas,NV,36.126026,-115.184941
dNMjWmRVUIep_NdXNSJRTA,Mohawk,Montréal,QC,45.522551,-73.551837
MNszmlTjrKmSOjMREx0Fqw,See's Candies,Pittsburgh,PA,40.3420376249,-80.0560317883
i5qq_JWzWu_c31Bx9CZjCA,Winking Lizard Tavern,Avon,OH,41.457755,-82.019548
J0mt5sn6TL-tpC2MzexetA,Sheraton Parkway Toronto North Hotel & Suites,Richmond Hill,ON,43.8306150243,-79.4467056994
EKUDmK13ncZwfY_zlrG4MQ,Kennedy Chiropractic Clinics,Phoenix,AZ,33.482327,-112.0833779
sIGImZh_yPeGFCpJSZhPQA,Cambridge Suites Toronto,Toronto,ON,43.6516917,-79.3779253
TLSFhOzkvPyZplTZBVAMCA,Ah-So Sushi & Steak,Peoria,AZ,33.6348021,-112.2208443
HaitQMWyni7ge1OtpLPEhA,Nantha Caters,Toronto,ON,43.759973,-79.5922112
kdOUPzTuHlQ3KvJGYC-orQ,Caribbean Pools and Spas,Gilbert,AZ,33.36947,-111.82401
1dVIGAoFYd3G6boI-9agGg,Sears,Concord,NC,35.439343,-80.604674
880Sd5RZT0-V2sdJtofwaQ,Dr Jim Kelly Dentistry,Phoenix,AZ,33.4825988267,-111.9864732692
vw81ARj4ihGzcmanHw6dUg,Gold Diggers,Las Vegas,NV,36.1700166,-115.1447934
9ju99bjx8NnHhFHdbz1YoA,Seshi Organic Salon,Scottsdale,AZ,33.5869871,-111.8365715
